seed,repeat,method,approach,n_alt,m,L,q,ref_ratio,n_ref,n_test,noise,noise_mode,k_non_mono,k_non_mono_effective,peak_type,peak_mode,scale,repair_if_inconsistent,consistency_status,consistency_obj,is_consistent,used_adjustment,adjustment_status,adjustment_obj,status,fit_ok,obj,cpu_sec,epsilon,acc_train,acc_train_noisy_target,acc_test,adj_acc_test,mono_recovery_acc,error
12264,4,zhang_A1,1,200,6,4,2,0.6,120.0,80.0,0.2,adjacent,2,2,central,center,minmax,True,2.0,0.028779010091314113,False,False,9.0,,3.0,False,,0.06898790004197508,,,,,,,
12265,5,zhang_A1,1,200,6,4,2,0.6,120.0,80.0,0.2,adjacent,2,2,central,center,minmax,True,2.0,0.027634669275413217,False,False,9.0,,3.0,False,,0.06929210002999753,,,,,,,
12266,6,zhang_A1,1,200,6,4,2,0.6,120.0,80.0,0.2,adjacent,2,2,central,center,minmax,True,2.0,0.02998613332039364,False,False,9.0,,3.0,False,,0.05742580001242459,,,,,,,
12267,7,zhang_A1,1,200,6,4,2,0.6,120.0,80.0,0.2,adjacent,2,2,central,center,minmax,True,2.0,0.03160948834494976,False,False,9.0,,3.0,False,,0.060614399961195886,,,,,,,
12268,8,zhang_A1,1,200,6,4,2,0.6,120.0,80.0,0.2,adjacent,2,2,central,center,minmax,True,2.0,0.029932406548853856,False,False,9.0,,3.0,False,,0.07127600000239909,,,,,,,
12269,9,zhang_A1,1,200,6,4,2,0.6,120.0,80.0,0.2,adjacent,2,2,central,center,minmax,True,2.0,0.030809807946995407,False,False,9.0,,3.0,False,,0.06292499997653067,,,,,,,
12270,10,zhang_A1,1,200,6,4,2,0.6,120.0,80.0,0.2,adjacent,2,2,central,center,minmax,True,2.0,0.03279883978901893,False,False,9.0,,3.0,False,,0.06900469993706793,,,,,,,
12271,11,zhang_A1,1,200,6,4,2,0.6,120.0,80.0,0.2,adjacent,2,2,central,center,minmax,True,2.0,0.03143583567713594,False,False,9.0,,3.0,False,,0.055876500089652836,,,,,,,
12272,12,zhang_A1,1,200,6,4,2,0.6,120.0,80.0,0.2,adjacent,2,2,central,center,minmax,True,2.0,0.023202651434301953,False,True,2.0,7.0,2.0,True,0.0010000000000169353,0.13872260006610304,0.0010000000000169353,0.8166666666666667,0.9333333333333333,0.575,1.0,0.3333333333333333,
12273,13,zhang_A1,1,200,6,4,2,0.6,120.0,80.0,0.2,adjacent,2,2,central,center,minmax,True,2.0,0.027988693451553356,False,False,9.0,,3.0,False,,0.07203989999834448,,,,,,,
12274,14,zhang_A1,1,200,6,4,2,0.6,120.0,80.0,0.2,adjacent,2,2,central,center,minmax,True,2.0,0.026183840451132,False,False,9.0,,3.0,False,,0.06404600001405925,,,,,,,
12275,15,zhang_A1,1,200,6,4,2,0.6,120.0,80.0,0.2,adjacent,2,2,central,center,minmax,True,2.0,0.02565329847082848,False,False,9.0,,3.0,False,,0.06648879998829216,,,,,,,
12276,16,zhang_A1,1,200,6,4,2,0.6,120.0,80.0,0.2,adjacent,2,2,central,center,minmax,True,2.0,0.029845965306481436,False,False,9.0,,3.0,False,,0.07162180007435381,,,,,,,
12277,17,zhang_A1,1,200,6,4,2,0.6,120.0,80.0,0.2,adjacent,2,2,central,center,minmax,True,2.0,0.02948155767731834,False,False,9.0,,3.0,False,,0.06547689996659756,,,,,,,
12278,18,zhang_A1,1,200,6,4,2,0.6,120.0,80.0,0.2,adjacent,2,2,central,center,minmax,True,2.0,0.023819333125202388,False,True,2.0,8.0,2.0,True,0.001000000000000006,0.12892289995215833,0.001000000000000006,0.8666666666666667,0.9083333333333333,0.7875,1.0,0.5,
12279,19,zhang_A1,1,200,6,4,2,0.6,120.0,80.0,0.2,adjacent,2,2,central,center,minmax,True,2.0,0.03914271734911792,False,False,9.0,,3.0,False,,0.06354390003252774,,,,,,,
12280,0,zhang_A1,1,200,6,4,2,0.8,,,0.2,adjacent,2,2,central,center,minmax,True,,,,False,,,,False,,,,,,,,,"GurobiError(10010, 'Model too large for size-limited license; visit https://gurobi.com/unrestricted for more information')"
12281,1,zhang_A1,1,200,6,4,2,0.8,,,0.2,adjacent,2,2,central,center,minmax,True,,,,False,,,,False,,,,,,,,,"GurobiError(10010, 'Model too large for size-limited license; visit https://gurobi.com/unrestricted for more information')"
12282,2,zhang_A1,1,200,6,4,2,0.8,,,0.2,adjacent,2,2,central,center,minmax,True,,,,False,,,,False,,,,,,,,,"GurobiError(10010, 'Model too large for size-limited license; visit https://gurobi.com/unrestricted for more information')"
12283,3,zhang_A1,1,200,6,4,2,0.8,,,0.2,adjacent,2,2,central,center,minmax,True,,,,False,,,,False,,,,,,,,,"GurobiError(10010, 'Model too large for size-limited license; visit https://gurobi.com/unrestricted for more information')"
12284,4,zhang_A1,1,200,6,4,2,0.8,,,0.2,adjacent,2,2,central,center,minmax,True,,,,False,,,,False,,,,,,,,,"GurobiError(10010, 'Model too large for size-limited license; visit https://gurobi.com/unrestricted for more information')"
12285,5,zhang_A1,1,200,6,4,2,0.8,,,0.2,adjacent,2,2,central,center,minmax,True,,,,False,,,,False,,,,,,,,,"GurobiError(10010, 'Model too large for size-limited license; visit https://gurobi.com/unrestricted for more information')"
12286,6,zhang_A1,1,200,6,4,2,0.8,,,0.2,adjacent,2,2,central,center,minmax,True,,,,False,,,,False,,,,,,,,,"GurobiError(10010, 'Model too large for size-limited license; visit https://gurobi.com/unrestricted for more information')"
12287,7,zhang_A1,1,200,6,4,2,0.8,,,0.2,adjacent,2,2,central,center,minmax,True,,,,False,,,,False,,,,,,,,,"GurobiError(10010, 'Model too large for size-limited license; visit https://gurobi.com/unrestricted for more information')"
12288,8,zhang_A1,1,200,6,4,2,0.8,,,0.2,adjacent,2,2,central,center,minmax,True,,,,False,,,,False,,,,,,,,,"GurobiError(10010, 'Model too large for size-limited license; visit https://gurobi.com/unrestricted for more information')"
12289,9,zhang_A1,1,200,6,4,2,0.8,,,0.2,adjacent,2,2,central,center,minmax,True,,,,False,,,,False,,,,,,,,,"GurobiError(10010, 'Model too large for size-limited license; visit https://gurobi.com/unrestricted for more information')"
12290,10,zhang_A1,1,200,6,4,2,0.8,,,0.2,adjacent,2,2,central,center,minmax,True,,,,False,,,,False,,,,,,,,,"GurobiError(10010, 'Model too large for size-limited license; visit https://gurobi.com/unrestricted for more information')"
12291,11,zhang_A1,1,200,6,4,2,0.8,,,0.2,adjacent,2,2,central,center,minmax,True,,,,False,,,,False,,,,,,,,,"GurobiError(10010, 'Model too large for size-limited license; visit https://gurobi.com/unrestricted for more information')"
12292,12,zhang_A1,1,200,6,4,2,0.8,,,0.2,adjacent,2,2,central,center,minmax,True,,,,False,,,,False,,,,,,,,,"GurobiError(10010, 'Model too large for size-limited license; visit https://gurobi.com/unrestricted for more information')"
12293,13,zhang_A1,1,200,6,4,2,0.8,,,0.2,adjacent,2,2,central,center,minmax,True,,,,False,,,,False,,,,,,,,,"GurobiError(10010, 'Model too large for size-limited license; visit https://gurobi.com/unrestricted for more information')"
12294,14,zhang_A1,1,200,6,4,2,0.8,,,0.2,adjacent,2,2,central,center,minmax,True,,,,False,,,,False,,,,,,,,,"GurobiError(10010, 'Model too large for size-limited license; visit https://gurobi.com/unrestricted for more information')"
12295,15,zhang_A1,1,200,6,4,2,0.8,,,0.2,adjacent,2,2,central,center,minmax,True,,,,False,,,,False,,,,,,,,,"GurobiError(10010, 'Model too large for size-limited license; visit https://gurobi.com/unrestricted for more information')"
12296,16,zhang_A1,1,200,6,4,2,0.8,,,0.2,adjacent,2,2,central,center,minmax,True,,,,False,,,,False,,,,,,,,,"GurobiError(10010, 'Model too large for size-limited license; visit https://gurobi.com/unrestricted for more information')"
12297,17,zhang_A1,1,200,6,4,2,0.8,,,0.2,adjacent,2,2,central,center,minmax,True,,,,False,,,,False,,,,,,,,,"GurobiError(10010, 'Model too large for size-limited license; visit https://gurobi.com/unrestricted for more information')"
12298,18,zhang_A1,1,200,6,4,2,0.8,,,0.2,adjacent,2,2,central,center,minmax,True,,,,False,,,,False,,,,,,,,,"GurobiError(10010, 'Model too large for size-limited license; visit https://gurobi.com/unrestricted for more information')"
12299,19,zhang_A1,1,200,6,4,2,0.8,,,0.2,adjacent,2,2,central,center,minmax,True,,,,False,,,,False,,,,,,,,,"GurobiError(10010, 'Model too large for size-limited license; visit https://gurobi.com/unrestricted for more information')"
12300,0,zhang_A1,1,200,6,4,2,0.1,20,180,0.2,adjacent,3,3,central,center,minmax,True,2,0.0,True,False,,,2,True,0.03148221816181973,0.03654100000858307,0.03148221816181973,0.85,0.9,0.7555555555555555,1.0,0.5,
12301,1,zhang_A1,1,200,6,4,2,0.1,20,180,0.2,adjacent,3,3,central,center,minmax,True,2,0.0,True,False,,,2,True,0.000999999999995671,0.029782099998556077,0.000999999999995671,0.85,1.0,0.7333333333333333,1.0,0.5,
12302,2,zhang_A1,1,200,6,4,2,0.1,20,180,0.2,adjacent,3,3,central,center,minmax,True,2,0.0,True,False,,,2,True,0.0009999999999990017,0.03126810002140701,0.0009999999999990017,0.75,0.95,0.7055555555555556,1.0,0.16666666666666666,
12303,3,zhang_A1,1,200,6,4,2,0.1,20,180,0.2,adjacent,3,3,central,center,minmax,True,2,0.0,True,False,,,2,True,0.0010000000000000009,0.0332118000369519,0.0010000000000000009,0.85,0.9,0.5611111111111111,1.0,0.8333333333333334,
12304,4,zhang_A1,1,200,6,4,2,0.1,20,180,0.2,adjacent,3,3,central,center,minmax,True,2,0.0,True,False,,,2,True,0.0010000000000000013,0.028416300076059997,0.0010000000000000013,0.8,0.95,0.7222222222222222,1.0,0.6666666666666666,
12305,5,zhang_A1,1,200,6,4,2,0.1,20,180,0.2,adjacent,3,3,central,center,minmax,True,2,0.0,True,False,,,2,True,0.0009999999999999926,0.029506499995477498,0.0009999999999999926,0.75,0.7,0.6722222222222223,1.0,0.5,
12306,6,zhang_A1,1,200,6,4,2,0.1,20,180,0.2,adjacent,3,3,central,center,minmax,True,2,0.0,True,False,,,2,True,0.001,0.032941200071945786,0.001,0.8,0.9,0.5888888888888889,1.0,0.3333333333333333,
12307,7,zhang_A1,1,200,6,4,2,0.1,20,180,0.2,adjacent,3,3,central,center,minmax,True,2,0.0,True,False,,,2,True,0.11781492736525667,0.026444400078617036,0.11781492736525667,0.75,0.95,0.6666666666666666,1.0,0.5,
12308,8,zhang_A1,1,200,6,4,2,0.1,20,180,0.2,adjacent,3,3,central,center,minmax,True,2,0.0,True,False,,,2,True,0.0009999999999999992,0.02935759990941733,0.0009999999999999992,0.8,1.0,0.5611111111111111,1.0,0.6666666666666666,
12309,9,zhang_A1,1,200,6,4,2,0.1,20,180,0.2,adjacent,3,3,central,center,minmax,True,2,0.0,True,False,,,2,True,0.0009999999999999992,0.03271090006455779,0.0009999999999999992,0.7,0.95,0.5,1.0,0.5,
12310,10,zhang_A1,1,200,6,4,2,0.1,20,180,0.2,adjacent,3,3,central,center,minmax,True,2,0.0,True,False,,,2,True,0.0009999999999998972,0.029918699990957975,0.0009999999999998972,0.9,1.0,0.6277777777777778,1.0,0.5,
12311,11,zhang_A1,1,200,6,4,2,0.1,20,180,0.2,adjacent,3,3,central,center,minmax,True,2,0.0,True,False,,,2,True,0.0009999999999999996,0.033286199904978275,0.0009999999999999996,0.55,0.8,0.3888888888888889,1.0,0.5,
12312,12,zhang_A1,1,200,6,4,2,0.1,20,180,0.2,adjacent,3,3,central,center,minmax,True,2,0.0,True,False,,,2,True,0.0009999999999990017,0.03185989998746663,0.0009999999999990017,0.65,1.0,0.5222222222222223,1.0,0.5,
12313,13,zhang_A1,1,200,6,4,2,0.1,20,180,0.2,adjacent,3,3,central,center,minmax,True,2,0.0,True,False,,,2,True,0.12041393246942378,0.033579599927179515,0.12041393246942378,0.85,0.9,0.5722222222222222,1.0,0.5,
12314,14,zhang_A1,1,200,6,4,2,0.1,20,180,0.2,adjacent,3,3,central,center,minmax,True,2,0.0,True,False,,,2,True,0.0010000000000000009,0.03366830002050847,0.0010000000000000009,0.65,0.9,0.6722222222222223,1.0,0.6666666666666666,
12315,15,zhang_A1,1,200,6,4,2,0.1,20,180,0.2,adjacent,3,3,central,center,minmax,True,2,0.0,True,False,,,2,True,0.0010000000000000009,0.035045400029048324,0.0010000000000000009,0.85,0.95,0.7166666666666667,1.0,0.6666666666666666,
12316,16,zhang_A1,1,200,6,4,2,0.1,20,180,0.2,adjacent,3,3,central,center,minmax,True,2,0.0,True,False,,,2,True,0.0010000000000010795,0.03416000003926456,0.0010000000000010795,0.75,0.85,0.6388888888888888,1.0,0.6666666666666666,
12317,17,zhang_A1,1,200,6,4,2,0.1,20,180,0.2,adjacent,3,3,central,center,minmax,True,2,0.0,True,False,,,2,True,0.001000000000000005,0.03163199999835342,0.001000000000000005,0.75,0.9,0.6055555555555555,1.0,0.3333333333333333,
12318,18,zhang_A1,1,200,6,4,2,0.1,20,180,0.2,adjacent,3,3,central,center,minmax,True,2,0.0,True,False,,,2,True,0.0009999999999999992,0.02955950004979968,0.0009999999999999992,0.8,0.95,0.6388888888888888,1.0,0.3333333333333333,
12319,19,zhang_A1,1,200,6,4,2,0.1,20,180,0.2,adjacent,3,3,central,center,minmax,True,2,0.0,True,False,,,2,True,0.001000000000000334,0.027887700009159744,0.001000000000000334,0.8,1.0,0.5277777777777778,1.0,0.3333333333333333,
12320,0,zhang_A1,1,200,6,4,2,0.2,40,160,0.2,adjacent,3,3,central,center,minmax,True,2,0.0,True,False,,,2,True,0.0009999999999999987,0.05654150003101677,0.0009999999999999987,0.8,1.0,0.7125,1.0,0.5,
12321,1,zhang_A1,1,200,6,4,2,0.2,40,160,0.2,adjacent,3,3,central,center,minmax,True,2,0.0,True,False,,,2,True,0.000999999999999509,0.05701350001618266,0.000999999999999509,0.825,0.975,0.55625,1.0,0.16666666666666666,
12322,2,zhang_A1,1,200,6,4,2,0.2,40,160,0.2,adjacent,3,3,central,center,minmax,True,2,0.0,True,False,,,2,True,0.0010000000000000015,0.061467799940146506,0.0010000000000000015,0.875,0.9,0.7375,1.0,0.5,
12323,3,zhang_A1,1,200,6,4,2,0.2,40,160,0.2,adjacent,3,3,central,center,minmax,True,2,0.0,True,False,,,2,True,0.0009999999999999992,0.06337250000797212,0.0009999999999999992,0.8,0.925,0.5875,1.0,0.8333333333333334,
12324,4,zhang_A1,1,200,6,4,2,0.2,40,160,0.2,adjacent,3,3,central,center,minmax,True,2,0.0,True,False,,,2,True,0.0010000000000024876,0.05555109994020313,0.0010000000000024876,0.875,0.95,0.73125,1.0,1.0,
12325,5,zhang_A1,1,200,6,4,2,0.2,40,160,0.2,adjacent,3,3,central,center,minmax,True,2,0.0,True,False,,,2,True,0.0009999999999999879,0.07387480000033975,0.0009999999999999879,0.8,0.975,0.63125,1.0,0.5,
12326,6,zhang_A1,1,200,6,4,2,0.2,40,160,0.2,adjacent,3,3,central,center,minmax,True,2,0.00773590333624548,False,True,2.0,1.0,2,True,0.0009999999999999796,0.05668319994583726,0.0009999999999999796,0.7,0.9,0.6375,1.0,0.5,
12327,7,zhang_A1,1,200,6,4,2,0.2,40,160,0.2,adjacent,3,3,central,center,minmax,True,2,0.0077732312329185285,False,True,2.0,1.0,2,True,0.0010000000000006427,0.060194000019691885,0.0010000000000006427,0.725,0.925,0.7625,1.0,0.3333333333333333,
12328,8,zhang_A1,1,200,6,4,2,0.2,40,160,0.2,adjacent,3,3,central,center,minmax,True,2,0.0,True,False,,,2,True,0.0009999999999996123,0.05632009997498244,0.0009999999999996123,0.8,0.975,0.75,1.0,0.5,
12329,9,zhang_A1,1,200,6,4,2,0.2,40,160,0.2,adjacent,3,3,central,center,minmax,True,2,0.0,True,False,,,2,True,0.0009999999999999972,0.06080510001629591,0.0009999999999999972,0.7,0.9,0.6,1.0,0.5,
12330,10,zhang_A1,1,200,6,4,2,0.2,40,160,0.2,adjacent,3,3,central,center,minmax,True,2,0.0061828272169271534,False,True,2.0,1.0,2,True,0.0009999999999999966,0.10011999995913357,0.0009999999999999966,0.725,0.925,0.48125,1.0,0.6666666666666666,
12331,11,zhang_A1,1,200,6,4,2,0.2,40,160,0.2,adjacent,3,3,central,center,minmax,True,2,0.0,True,False,,,2,True,0.001000000000000112,0.05367880000267178,0.001000000000000112,0.75,0.875,0.6625,1.0,0.5,
12332,12,zhang_A1,1,200,6,4,2,0.2,40,160,0.2,adjacent,3,3,central,center,minmax,True,2,0.0,True,False,,,2,True,0.0010000000000004773,0.05746249994263053,0.0010000000000004773,0.65,0.9,0.48125,1.0,0.6666666666666666,
12333,13,zhang_A1,1,200,6,4,2,0.2,40,160,0.2,adjacent,3,3,central,center,minmax,True,2,0.0,True,False,,,2,True,0.0009999999999993833,0.051815600018016994,0.0009999999999993833,0.85,0.975,0.5875,1.0,0.6666666666666666,
12334,14,zhang_A1,1,200,6,4,2,0.2,40,160,0.2,adjacent,3,3,central,center,minmax,True,2,0.0,True,False,,,2,True,0.0009999999999994577,0.0574664999730885,0.0009999999999994577,0.875,0.925,0.55,1.0,0.5,
12335,15,zhang_A1,1,200,6,4,2,0.2,40,160,0.2,adjacent,3,3,central,center,minmax,True,2,0.0,True,False,,,2,True,0.0009999999999974376,0.05878949991893023,0.0009999999999974376,0.775,0.925,0.61875,1.0,0.6666666666666666,
12336,16,zhang_A1,1,200,6,4,2,0.2,40,160,0.2,adjacent,3,3,central,center,minmax,True,2,0.0,True,False,,,2,True,0.0010000000000008457,0.06834949995391071,0.0010000000000008457,0.7,0.95,0.6,1.0,0.6666666666666666,
12337,17,zhang_A1,1,200,6,4,2,0.2,40,160,0.2,adjacent,3,3,central,center,minmax,True,2,0.007660432082984188,False,True,2.0,1.0,2,True,0.0010000000000000425,0.04908720008097589,0.0010000000000000425,0.725,0.9,0.53125,1.0,0.5,
12338,18,zhang_A1,1,200,6,4,2,0.2,40,160,0.2,adjacent,3,3,central,center,minmax,True,2,0.0,True,False,,,2,True,0.0009999999999983557,0.05119559995364398,0.0009999999999983557,0.675,0.95,0.60625,1.0,0.3333333333333333,
12339,19,zhang_A1,1,200,6,4,2,0.2,40,160,0.2,adjacent,3,3,central,center,minmax,True,2,0.0,True,False,,,2,True,0.0010000000000003713,0.05610870011150837,0.0010000000000003713,0.85,0.95,0.69375,1.0,0.5,
12340,0,zhang_A1,1,200,6,4,2,0.4,80,120,0.2,adjacent,3,3,central,center,minmax,True,2,0.021893192922112847,False,True,2.0,7.0,2,True,0.0009999999999999972,0.0951154000358656,0.0009999999999999972,0.8125,0.875,0.725,1.0,0.5,
12341,1,zhang_A1,1,200,6,4,2,0.4,80,120,0.2,adjacent,3,3,central,center,minmax,True,2,0.0,True,False,,,2,True,0.0009999999999980025,0.1067549999570474,0.0009999999999980025,0.8375,0.975,0.7166666666666667,1.0,0.6666666666666666,
12342,2,zhang_A1,1,200,6,4,2,0.4,80,120,0.2,adjacent,3,3,central,center,minmax,True,2,0.01606973062591611,False,True,2.0,5.0,2,True,0.0010000000000000432,0.09946769999805838,0.0010000000000000432,0.85,0.925,0.675,1.0,0.8333333333333334,
12343,3,zhang_A1,1,200,6,4,2,0.4,80,120,0.2,adjacent,3,3,central,center,minmax,True,2,0.021514209464201,False,True,2.0,7.0,2,True,0.0010000000000006948,0.09358640003483742,0.0010000000000006948,0.725,0.8375,0.75,1.0,0.5,
12344,4,zhang_A1,1,200,6,4,2,0.4,80,120,0.2,adjacent,3,3,central,center,minmax,True,2,0.012510344543472843,False,True,2.0,2.0,2,True,0.0010000000000016196,0.09391289995983243,0.0010000000000016196,0.8125,0.925,0.7,1.0,0.5,
12345,5,zhang_A1,1,200,6,4,2,0.4,80,120,0.2,adjacent,3,3,central,center,minmax,True,2,0.01632376354334432,False,True,2.0,4.0,2,True,0.0010000000000001327,0.09458539995830506,0.0010000000000001327,0.925,0.9125,0.775,1.0,0.6666666666666666,
12346,6,zhang_A1,1,200,6,4,2,0.4,80,120,0.2,adjacent,3,3,central,center,minmax,True,2,0.01382092321583304,False,True,2.0,3.0,2,True,0.0009999999999999302,0.09651850000955164,0.0009999999999999302,0.8,0.925,0.7166666666666667,1.0,0.3333333333333333,
12347,7,zhang_A1,1,200,6,4,2,0.4,80,120,0.2,adjacent,3,3,central,center,minmax,True,2,0.020791387709683758,False,True,2.0,6.0,2,True,0.0010000000000000297,0.08939290000125766,0.0010000000000000297,0.7375,0.875,0.7083333333333334,1.0,0.5,
12348,8,zhang_A1,1,200,6,4,2,0.4,80,120,0.2,adjacent,3,3,central,center,minmax,True,2,0.017657357242925102,False,True,2.0,5.0,2,True,0.0010000000000009094,0.09530080005060881,0.0010000000000009094,0.75,0.9,0.8083333333333333,1.0,0.5,
12349,9,zhang_A1,1,200,6,4,2,0.4,80,120,0.2,adjacent,3,3,central,center,minmax,True,2,0.012585182168139706,False,True,2.0,3.0,2,True,0.0009999999999997385,0.0871669000480324,0.0009999999999997385,0.7875,0.9375,0.7833333333333333,1.0,0.5,
12350,10,zhang_A1,1,200,6,4,2,0.4,80.0,120.0,0.2,adjacent,3,3,central,center,minmax,True,2.0,0.021306210970223234,False,True,2.0,6.0,2.0,True,0.0009999999999985975,0.08479560003615916,0.0009999999999985975,0.825,0.9,0.7416666666666667,1.0,0.5,
12351,11,zhang_A1,1,200,6,4,2,0.4,80.0,120.0,0.2,adjacent,3,3,central,center,minmax,True,2.0,0.014633384307523228,False,True,2.0,4.0,2.0,True,0.0010000000000000002,0.08452850009780377,0.0010000000000000002,0.8625,0.9,0.6166666666666667,1.0,0.6666666666666666,
12352,12,zhang_A1,1,200,6,4,2,0.4,80.0,120.0,0.2,adjacent,3,3,central,center,minmax,True,2.0,0.020719145293711848,False,True,2.0,6.0,2.0,True,0.001000000000000334,0.08750180003698915,0.001000000000000334,0.8375,0.8875,0.7583333333333333,1.0,0.5,
12353,13,zhang_A1,1,200,6,4,2,0.4,80.0,120.0,0.2,adjacent,3,3,central,center,minmax,True,2.0,0.017387596803027938,False,True,2.0,5.0,2.0,True,0.001000000000000047,0.08567519998177886,0.001000000000000047,0.825,0.8625,0.8,1.0,0.6666666666666666,
12354,14,zhang_A1,1,200,6,4,2,0.4,80.0,120.0,0.2,adjacent,3,3,central,center,minmax,True,2.0,0.01708743226897229,False,True,2.0,5.0,2.0,True,0.0010000000000015856,0.09807289997115731,0.0010000000000015856,0.8375,0.9,0.725,1.0,0.5,
12355,15,zhang_A1,1,200,6,4,2,0.4,80.0,120.0,0.2,adjacent,3,3,central,center,minmax,True,2.0,0.02106833475515428,False,True,2.0,7.0,2.0,True,0.0010000000000002156,0.10938549996353686,0.0010000000000002156,0.8125,0.8875,0.675,1.0,0.5,
12356,16,zhang_A1,1,200,6,4,2,0.4,80.0,120.0,0.2,adjacent,3,3,central,center,minmax,True,2.0,0.015009845911853528,False,True,2.0,4.0,2.0,True,0.000999999999999529,0.08571429993025959,0.000999999999999529,0.8625,0.8875,0.7666666666666667,1.0,0.5,
12357,17,zhang_A1,1,200,6,4,2,0.4,80.0,120.0,0.2,adjacent,3,3,central,center,minmax,True,2.0,0.011967507563912669,False,True,2.0,3.0,2.0,True,0.000999999999998058,0.08676419989205897,0.000999999999998058,0.8125,0.9,0.825,1.0,0.5,
12358,18,zhang_A1,1,200,6,4,2,0.4,80.0,120.0,0.2,adjacent,3,3,central,center,minmax,True,2.0,0.013967910757971574,False,True,2.0,4.0,2.0,True,0.0009999999999999614,0.08825339993927628,0.0009999999999999614,0.7875,0.9125,0.725,1.0,0.5,
12359,19,zhang_A1,1,200,6,4,2,0.4,80.0,120.0,0.2,adjacent,3,3,central,center,minmax,True,2.0,0.015435225668856441,False,True,2.0,5.0,2.0,True,0.0009999999999996782,0.08581700001377612,0.0009999999999996782,0.7875,0.925,0.6583333333333333,1.0,0.5,
12360,0,zhang_A1,1,200,6,4,2,0.6,120.0,80.0,0.2,adjacent,3,3,central,center,minmax,True,2.0,0.026884077860130678,False,False,9.0,,3.0,False,,0.057174399960786104,,,,,,,
12361,1,zhang_A1,1,200,6,4,2,0.6,120.0,80.0,0.2,adjacent,3,3,central,center,minmax,True,2.0,0.03346858273633072,False,False,9.0,,3.0,False,,0.06713940005283803,,,,,,,
12362,2,zhang_A1,1,200,6,4,2,0.6,120.0,80.0,0.2,adjacent,3,3,central,center,minmax,True,2.0,0.030430740044387748,False,False,9.0,,3.0,False,,0.09192649996839464,,,,,,,
12363,3,zhang_A1,1,200,6,4,2,0.6,120.0,80.0,0.2,adjacent,3,3,central,center,minmax,True,2.0,0.02962586201855404,False,False,9.0,,3.0,False,,0.07778149994555861,,,,,,,
12364,4,zhang_A1,1,200,6,4,2,0.6,120.0,80.0,0.2,adjacent,3,3,central,center,minmax,True,2.0,0.03505768346183933,False,False,9.0,,3.0,False,,0.09703869989607483,,,,,,,
12365,5,zhang_A1,1,200,6,4,2,0.6,120.0,80.0,0.2,adjacent,3,3,central,center,minmax,True,2.0,0.024431717564270122,False,False,9.0,,3.0,False,,0.07807849999517202,,,,,,,
12366,6,zhang_A1,1,200,6,4,2,0.6,120.0,80.0,0.2,adjacent,3,3,central,center,minmax,True,2.0,0.03278595232016185,False,False,9.0,,3.0,False,,0.055413000052794814,,,,,,,
12367,7,zhang_A1,1,200,6,4,2,0.6,120.0,80.0,0.2,adjacent,3,3,central,center,minmax,True,2.0,0.026841488136486978,False,False,9.0,,3.0,False,,0.05858660000376403,,,,,,,
12368,8,zhang_A1,1,200,6,4,2,0.6,120.0,80.0,0.2,adjacent,3,3,central,center,minmax,True,2.0,0.030268514190123996,False,False,9.0,,3.0,False,,0.063356600003317,,,,,,,
12369,9,zhang_A1,1,200,6,4,2,0.6,120.0,80.0,0.2,adjacent,3,3,central,center,minmax,True,2.0,0.029385387532625838,False,False,9.0,,3.0,False,,0.060959699912928045,,,,,,,
12370,10,zhang_A1,1,200,6,4,2,0.6,120.0,80.0,0.2,adjacent,3,3,central,center,minmax,True,2.0,0.033923877420153827,False,False,9.0,,3.0,False,,0.04383780003990978,,,,,,,
12371,11,zhang_A1,1,200,6,4,2,0.6,120.0,80.0,0.2,adjacent,3,3,central,center,minmax,True,2.0,0.022986972649449586,False,False,9.0,,3.0,False,,0.049652400077320635,,,,,,,
12372,12,zhang_A1,1,200,6,4,2,0.6,120.0,80.0,0.2,adjacent,3,3,central,center,minmax,True,2.0,0.03119507978196144,False,False,9.0,,3.0,False,,0.06971519999206066,,,,,,,
12373,13,zhang_A1,1,200,6,4,2,0.6,120.0,80.0,0.2,adjacent,3,3,central,center,minmax,True,2.0,0.03621514384802753,False,False,9.0,,3.0,False,,0.06514370010700077,,,,,,,
12374,14,zhang_A1,1,200,6,4,2,0.6,120.0,80.0,0.2,adjacent,3,3,central,center,minmax,True,2.0,0.024937911577538992,False,False,9.0,,3.0,False,,0.04964020010083914,,,,,,,
12375,15,zhang_A1,1,200,6,4,2,0.6,120.0,80.0,0.2,adjacent,3,3,central,center,minmax,True,2.0,0.036214366624890255,False,False,9.0,,3.0,False,,0.04780689999461174,,,,,,,
12376,16,zhang_A1,1,200,6,4,2,0.6,120.0,80.0,0.2,adjacent,3,3,central,center,minmax,True,2.0,0.025910234581935903,False,False,9.0,,3.0,False,,0.042705300031229854,,,,,,,
12377,17,zhang_A1,1,200,6,4,2,0.6,120.0,80.0,0.2,adjacent,3,3,central,center,minmax,True,2.0,0.03437875362074911,False,False,9.0,,3.0,False,,0.06987879995722324,,,,,,,
12378,18,zhang_A1,1,200,6,4,2,0.6,120.0,80.0,0.2,adjacent,3,3,central,center,minmax,True,2.0,0.025104544839123562,False,False,9.0,,3.0,False,,0.043947999947704375,,,,,,,
12379,19,zhang_A1,1,200,6,4,2,0.6,120.0,80.0,0.2,adjacent,3,3,central,center,minmax,True,2.0,0.033313821589367985,False,False,9.0,,3.0,False,,0.04543820000253618,,,,,,,
