seed,repeat,method,approach,n_alt,m,L,q,ref_ratio,n_ref,n_test,noise,noise_mode,k_non_mono,k_non_mono_effective,peak_type,peak_mode,scale,repair_if_inconsistent,consistency_status,consistency_obj,is_consistent,used_adjustment,adjustment_status,adjustment_obj,status,fit_ok,obj,cpu_sec,epsilon,acc_train,acc_train_noisy_target,acc_test,adj_acc_test,mono_recovery_acc,error
0,0,zhang_A1,1,200,3,4,2,0.1,20,180,0.0,adjacent,0,0,central,center,minmax,True,2,0.0,True,False,,,2,True,0.10392631631555838,0.008942299988120794,0.10392631631555838,1.0,1.0,0.8611111111111112,1.0,1.0,
1,1,zhang_A1,1,200,3,4,2,0.1,20,180,0.0,adjacent,0,0,central,center,minmax,True,2,0.0,True,False,,,2,True,0.16051709227861743,0.009054400026798248,0.16051709227861743,0.95,0.95,0.8888888888888888,1.0,1.0,
2,2,zhang_A1,1,200,3,4,2,0.1,20,180,0.0,adjacent,0,0,central,center,minmax,True,2,0.0,True,False,,,2,True,0.1314461936833512,0.013242000015452504,0.1314461936833512,1.0,1.0,0.9277777777777778,1.0,1.0,
3,3,zhang_A1,1,200,3,4,2,0.1,20,180,0.0,adjacent,0,0,central,center,minmax,True,2,0.0,True,False,,,2,True,0.18998344821755087,0.013509399956092238,0.18998344821755087,0.95,0.95,0.8611111111111112,1.0,1.0,
4,4,zhang_A1,1,200,3,4,2,0.1,20,180,0.0,adjacent,0,0,central,center,minmax,True,2,0.0,True,False,,,2,True,0.18192999250781505,0.00973409996367991,0.18192999250781505,1.0,1.0,0.8444444444444444,1.0,1.0,
5,5,zhang_A1,1,200,3,4,2,0.1,20,180,0.0,adjacent,0,0,central,center,minmax,True,2,0.0,True,False,,,2,True,0.023102528684587176,0.010631900047883391,0.023102528684587176,1.0,1.0,0.8944444444444445,1.0,1.0,
6,6,zhang_A1,1,200,3,4,2,0.1,20,180,0.0,adjacent,0,0,central,center,minmax,True,2,0.0,True,False,,,2,True,0.15282335648715484,0.010730499983765185,0.15282335648715484,0.95,0.95,0.8333333333333334,1.0,1.0,
7,7,zhang_A1,1,200,3,4,2,0.1,20,180,0.0,adjacent,0,0,central,center,minmax,True,2,0.0,True,False,,,2,True,0.17105240723558346,0.011088699917308986,0.17105240723558346,1.0,1.0,0.8444444444444444,1.0,1.0,
8,8,zhang_A1,1,200,3,4,2,0.1,20,180,0.0,adjacent,0,0,central,center,minmax,True,2,0.0,True,False,,,2,True,0.17982292913944353,0.013350300025194883,0.17982292913944353,1.0,1.0,0.9222222222222223,1.0,1.0,
9,9,zhang_A1,1,200,3,4,2,0.1,20,180,0.0,adjacent,0,0,central,center,minmax,True,2,0.0,True,False,,,2,True,0.0009999999999996678,0.009231499978341162,0.0009999999999996678,1.0,1.0,0.9055555555555556,1.0,0.6666666666666666,
10,10,zhang_A1,1,200,3,4,2,0.1,20,180,0.0,adjacent,0,0,central,center,minmax,True,2,0.0,True,False,,,2,True,0.1421278987906236,0.011611800058744848,0.1421278987906236,1.0,1.0,0.8944444444444445,1.0,1.0,
11,11,zhang_A1,1,200,3,4,2,0.1,20,180,0.0,adjacent,0,0,central,center,minmax,True,2,0.0,True,False,,,2,True,0.0009999999999999992,0.011838199920020998,0.0009999999999999992,1.0,1.0,0.8777777777777778,1.0,0.6666666666666666,
12,12,zhang_A1,1,200,3,4,2,0.1,20,180,0.0,adjacent,0,0,central,center,minmax,True,2,0.0,True,False,,,2,True,0.11737052667761816,0.008480099961161613,0.11737052667761816,0.9,0.9,0.8444444444444444,1.0,1.0,
13,13,zhang_A1,1,200,3,4,2,0.1,20,180,0.0,adjacent,0,0,central,center,minmax,True,2,0.0,True,False,,,2,True,0.21682658103022767,0.00809979997575283,0.21682658103022767,0.95,0.95,0.7888888888888889,1.0,1.0,
14,14,zhang_A1,1,200,3,4,2,0.1,20,180,0.0,adjacent,0,0,central,center,minmax,True,2,0.0,True,False,,,2,True,0.0637955128279275,0.007700299960561097,0.0637955128279275,0.95,0.95,0.9,1.0,1.0,
15,15,zhang_A1,1,200,3,4,2,0.1,20,180,0.0,adjacent,0,0,central,center,minmax,True,2,0.0,True,False,,,2,True,0.1655196193225359,0.008935400051996112,0.1655196193225359,0.9,0.9,0.9277777777777778,1.0,1.0,
16,16,zhang_A1,1,200,3,4,2,0.1,20,180,0.0,adjacent,0,0,central,center,minmax,True,2,0.0,True,False,,,2,True,0.13930860229426828,0.008366300025954843,0.13930860229426828,1.0,1.0,0.85,1.0,1.0,
17,17,zhang_A1,1,200,3,4,2,0.1,20,180,0.0,adjacent,0,0,central,center,minmax,True,2,0.0,True,False,,,2,True,0.14779057596497835,0.009113900014199317,0.14779057596497835,0.95,0.95,0.9222222222222223,1.0,1.0,
18,18,zhang_A1,1,200,3,4,2,0.1,20,180,0.0,adjacent,0,0,central,center,minmax,True,2,0.0,True,False,,,2,True,0.08779038574488984,0.009161100024357438,0.08779038574488984,0.95,0.95,0.9222222222222223,1.0,1.0,
19,19,zhang_A1,1,200,3,4,2,0.1,20,180,0.0,adjacent,0,0,central,center,minmax,True,2,0.0,True,False,,,2,True,0.23389119925408242,0.00891930004581809,0.23389119925408242,0.95,0.95,0.7833333333333333,1.0,1.0,
20,0,zhang_A1,1,200,3,4,2,0.2,40,160,0.0,adjacent,0,0,central,center,minmax,True,2,0.0,True,False,,,2,True,0.11611929757143313,0.01715550001244992,0.11611929757143313,1.0,1.0,0.95625,1.0,1.0,
21,1,zhang_A1,1,200,3,4,2,0.2,40,160,0.0,adjacent,0,0,central,center,minmax,True,2,0.0,True,False,,,2,True,0.07161169715584037,0.014531500055454671,0.07161169715584037,0.975,0.975,0.93125,1.0,1.0,
22,2,zhang_A1,1,200,3,4,2,0.2,40,160,0.0,adjacent,0,0,central,center,minmax,True,2,0.0,True,False,,,2,True,0.0009999999999999454,0.013709799968637526,0.0009999999999999454,0.95,0.95,0.95,1.0,1.0,
23,3,zhang_A1,1,200,3,4,2,0.2,40,160,0.0,adjacent,0,0,central,center,minmax,True,2,0.0,True,False,,,2,True,0.001000000000000334,0.012556799920275807,0.001000000000000334,0.95,0.95,0.975,1.0,1.0,
24,4,zhang_A1,1,200,3,4,2,0.2,40,160,0.0,adjacent,0,0,central,center,minmax,True,2,0.0,True,False,,,2,True,0.027136938454134008,0.013050699955783784,0.027136938454134008,0.975,0.975,0.94375,1.0,1.0,
25,5,zhang_A1,1,200,3,4,2,0.2,40,160,0.0,adjacent,0,0,central,center,minmax,True,2,0.0,True,False,,,2,True,0.0010000000000000076,0.012824199977330863,0.0010000000000000076,0.95,0.95,0.9875,1.0,0.6666666666666666,
26,6,zhang_A1,1,200,3,4,2,0.2,40,160,0.0,adjacent,0,0,central,center,minmax,True,2,0.0,True,False,,,2,True,0.044967466273429346,0.012041400070302188,0.044967466273429346,1.0,1.0,0.96875,1.0,1.0,
27,7,zhang_A1,1,200,3,4,2,0.2,40,160,0.0,adjacent,0,0,central,center,minmax,True,2,0.0,True,False,,,2,True,0.14209543572878536,0.016823900048621,0.14209543572878536,1.0,1.0,0.8375,1.0,1.0,
28,8,zhang_A1,1,200,3,4,2,0.2,40,160,0.0,adjacent,0,0,central,center,minmax,True,2,0.0,True,False,,,2,True,0.0009999999999999868,0.020037899957969785,0.0009999999999999868,1.0,1.0,0.95,1.0,1.0,
29,9,zhang_A1,1,200,3,4,2,0.2,40,160,0.0,adjacent,0,0,central,center,minmax,True,2,0.0,True,False,,,2,True,0.051729874361029715,0.016586899990215898,0.051729874361029715,0.975,0.975,0.975,1.0,1.0,
30,10,zhang_A1,1,200,3,4,2,0.2,40,160,0.0,adjacent,0,0,central,center,minmax,True,2,0.0,True,False,,,2,True,0.08980584321600404,0.016765999956987798,0.08980584321600404,0.975,0.975,0.925,1.0,1.0,
31,11,zhang_A1,1,200,3,4,2,0.2,40,160,0.0,adjacent,0,0,central,center,minmax,True,2,0.0,True,False,,,2,True,0.09143044905006958,0.012293900013901293,0.09143044905006958,1.0,1.0,0.9125,1.0,1.0,
32,12,zhang_A1,1,200,3,4,2,0.2,40,160,0.0,adjacent,0,0,central,center,minmax,True,2,0.0,True,False,,,2,True,0.06963198102646517,0.01296989992260933,0.06963198102646517,0.975,0.975,0.95625,1.0,1.0,
33,13,zhang_A1,1,200,3,4,2,0.2,40,160,0.0,adjacent,0,0,central,center,minmax,True,2,0.0,True,False,,,2,True,0.001000000000000223,0.013198600034229457,0.001000000000000223,0.975,0.975,0.84375,1.0,1.0,
34,14,zhang_A1,1,200,3,4,2,0.2,40,160,0.0,adjacent,0,0,central,center,minmax,True,2,0.0,True,False,,,2,True,0.0676035091007261,0.014089699951000512,0.0676035091007261,1.0,1.0,0.9,1.0,1.0,
35,15,zhang_A1,1,200,3,4,2,0.2,40,160,0.0,adjacent,0,0,central,center,minmax,True,2,0.0,True,False,,,2,True,0.0010000000000005005,0.014901600079610944,0.0010000000000005005,0.975,0.975,0.95,1.0,1.0,
36,16,zhang_A1,1,200,3,4,2,0.2,40,160,0.0,adjacent,0,0,central,center,minmax,True,2,0.0,True,False,,,2,True,0.19822686185372662,0.01378210005350411,0.19822686185372662,1.0,1.0,0.95625,1.0,1.0,
37,17,zhang_A1,1,200,3,4,2,0.2,40,160,0.0,adjacent,0,0,central,center,minmax,True,2,0.0,True,False,,,2,True,0.06200880347721571,0.014003899996168911,0.06200880347721571,0.975,0.975,0.93125,1.0,1.0,
38,18,zhang_A1,1,200,3,4,2,0.2,40,160,0.0,adjacent,0,0,central,center,minmax,True,2,0.0,True,False,,,2,True,0.0009999999999998899,0.014621299924328923,0.0009999999999998899,1.0,1.0,0.90625,1.0,0.6666666666666666,
39,19,zhang_A1,1,200,3,4,2,0.2,40,160,0.0,adjacent,0,0,central,center,minmax,True,2,0.0,True,False,,,2,True,0.006839976381385782,0.012908900040201843,0.006839976381385782,0.975,0.975,0.95625,1.0,1.0,
40,0,zhang_A1,1,200,3,4,2,0.4,80,120,0.0,adjacent,0,0,central,center,minmax,True,2,0.0,True,False,,,2,True,0.001000000000000334,0.024110800004564226,0.001000000000000334,0.975,0.975,0.9083333333333333,1.0,1.0,
41,1,zhang_A1,1,200,3,4,2,0.4,80,120,0.0,adjacent,0,0,central,center,minmax,True,2,0.0,True,False,,,2,True,0.05217515332024081,0.039726999937556684,0.05217515332024081,1.0,1.0,0.95,1.0,1.0,
42,2,zhang_A1,1,200,3,4,2,0.4,80,120,0.0,adjacent,0,0,central,center,minmax,True,2,0.0,True,False,,,2,True,0.0010000000000003567,0.03173009993042797,0.0010000000000003567,0.9875,0.9875,0.975,1.0,0.6666666666666666,
43,3,zhang_A1,1,200,3,4,2,0.4,80,120,0.0,adjacent,0,0,central,center,minmax,True,2,0.0,True,False,,,2,True,0.02099561810920303,0.02658119995612651,0.02099561810920303,1.0,1.0,0.9583333333333334,1.0,1.0,
44,4,zhang_A1,1,200,3,4,2,0.4,80,120,0.0,adjacent,0,0,central,center,minmax,True,2,0.0,True,False,,,2,True,0.001000000000000334,0.023163000005297363,0.001000000000000334,1.0,1.0,0.9916666666666667,1.0,0.6666666666666666,
45,5,zhang_A1,1,200,3,4,2,0.4,80,120,0.0,adjacent,0,0,central,center,minmax,True,2,0.0,True,False,,,2,True,0.001000000000000889,0.02390839997678995,0.001000000000000889,0.9875,0.9875,0.95,1.0,1.0,
46,6,zhang_A1,1,200,3,4,2,0.4,80,120,0.0,adjacent,0,0,central,center,minmax,True,2,0.0,True,False,,,2,True,0.001000000000000112,0.024493500008247793,0.001000000000000112,0.9875,0.9875,0.8666666666666667,1.0,1.0,
47,7,zhang_A1,1,200,3,4,2,0.4,80,120,0.0,adjacent,0,0,central,center,minmax,True,2,0.0,True,False,,,2,True,0.023637795629249947,0.022983800037764013,0.023637795629249947,0.975,0.975,0.975,1.0,1.0,
48,8,zhang_A1,1,200,3,4,2,0.4,80,120,0.0,adjacent,0,0,central,center,minmax,True,2,0.0,True,False,,,2,True,0.0009999999999997788,0.031348800053820014,0.0009999999999997788,1.0,1.0,0.95,1.0,1.0,
49,9,zhang_A1,1,200,3,4,2,0.4,80,120,0.0,adjacent,0,0,central,center,minmax,True,2,0.0,True,False,,,2,True,0.001000000000000112,0.024774399935267866,0.001000000000000112,0.9875,0.9875,0.9333333333333333,1.0,1.0,
50,10,zhang_A1,1,200,3,4,2,0.4,80,120,0.0,adjacent,0,0,central,center,minmax,True,2,0.0,True,False,,,2,True,0.001000000000000334,0.025424999999813735,0.001000000000000334,0.9875,0.9875,0.925,1.0,0.6666666666666666,
51,11,zhang_A1,1,200,3,4,2,0.4,80,120,0.0,adjacent,0,0,central,center,minmax,True,2,0.0,True,False,,,2,True,0.0010000000000000028,0.034685400081798434,0.0010000000000000028,0.9875,0.9875,0.975,1.0,1.0,
52,12,zhang_A1,1,200,3,4,2,0.4,80,120,0.0,adjacent,0,0,central,center,minmax,True,2,0.0,True,False,,,2,True,0.0009999999999995423,0.02426129998639226,0.0009999999999995423,1.0,1.0,0.9,1.0,0.6666666666666666,
53,13,zhang_A1,1,200,3,4,2,0.4,80,120,0.0,adjacent,0,0,central,center,minmax,True,2,0.0,True,False,,,2,True,0.03685852053916561,0.030225800001062453,0.03685852053916561,0.975,0.975,0.975,1.0,1.0,
54,14,zhang_A1,1,200,3,4,2,0.4,80,120,0.0,adjacent,0,0,central,center,minmax,True,2,0.0,True,False,,,2,True,0.056148124870887606,0.023248599958606064,0.056148124870887606,1.0,1.0,0.9083333333333333,1.0,1.0,
55,15,zhang_A1,1,200,3,4,2,0.4,80,120,0.0,adjacent,0,0,central,center,minmax,True,2,0.0,True,False,,,2,True,0.033307079557482466,0.025777300004847348,0.033307079557482466,1.0,1.0,0.9916666666666667,1.0,1.0,
56,16,zhang_A1,1,200,3,4,2,0.4,80,120,0.0,adjacent,0,0,central,center,minmax,True,2,0.0,True,False,,,2,True,0.001000000000000334,0.02346310007851571,0.001000000000000334,1.0,1.0,0.95,1.0,0.6666666666666666,
57,17,zhang_A1,1,200,3,4,2,0.4,80,120,0.0,adjacent,0,0,central,center,minmax,True,2,0.0,True,False,,,2,True,0.02904536451003481,0.022956500062718987,0.02904536451003481,1.0,1.0,0.9666666666666667,1.0,1.0,
58,18,zhang_A1,1,200,3,4,2,0.4,80,120,0.0,adjacent,0,0,central,center,minmax,True,2,0.0,True,False,,,2,True,0.001000000000000112,0.03454819996841252,0.001000000000000112,1.0,1.0,0.9416666666666667,1.0,0.6666666666666666,
59,19,zhang_A1,1,200,3,4,2,0.4,80,120,0.0,adjacent,0,0,central,center,minmax,True,2,0.0,True,False,,,2,True,0.020898651457845974,0.02913889999035746,0.020898651457845974,0.9875,0.9875,0.95,1.0,1.0,
60,0,zhang_A1,1,200,3,4,2,0.6,120,80,0.0,adjacent,0,0,central,center,minmax,True,2,0.0,True,False,,,2,True,0.003042465772611136,0.03569789999164641,0.003042465772611136,1.0,1.0,0.9875,1.0,1.0,
61,1,zhang_A1,1,200,3,4,2,0.6,120,80,0.0,adjacent,0,0,central,center,minmax,True,2,0.0,True,False,,,2,True,0.0009999999999999996,0.042891800054349005,0.0009999999999999996,1.0,1.0,0.9625,1.0,0.6666666666666666,
62,2,zhang_A1,1,200,3,4,2,0.6,120,80,0.0,adjacent,0,0,central,center,minmax,True,2,0.0,True,False,,,2,True,0.0009999999999996678,0.05085160001181066,0.0009999999999996678,0.9916666666666667,0.9916666666666667,0.9875,1.0,1.0,
63,3,zhang_A1,1,200,3,4,2,0.6,120,80,0.0,adjacent,0,0,central,center,minmax,True,2,0.0,True,False,,,2,True,0.024263980227847926,0.04405859997496009,0.024263980227847926,0.9833333333333333,0.9833333333333333,0.9625,1.0,1.0,
64,4,zhang_A1,1,200,3,4,2,0.6,120,80,0.0,adjacent,0,0,central,center,minmax,True,2,0.0,True,False,,,2,True,0.0009999999999999992,0.03405440005008131,0.0009999999999999992,1.0,1.0,0.975,1.0,1.0,
65,5,zhang_A1,1,200,3,4,2,0.6,120,80,0.0,adjacent,0,0,central,center,minmax,True,2,0.0,True,False,,,2,True,0.0010000000000000013,0.05100669991225004,0.0010000000000000013,1.0,1.0,0.9875,1.0,0.6666666666666666,
66,6,zhang_A1,1,200,3,4,2,0.6,120,80,0.0,adjacent,0,0,central,center,minmax,True,2,0.0,True,False,,,2,True,0.03928408331971367,0.038211500039324164,0.03928408331971367,0.9833333333333333,0.9833333333333333,0.975,1.0,1.0,
67,7,zhang_A1,1,200,3,4,2,0.6,120,80,0.0,adjacent,0,0,central,center,minmax,True,2,0.0,True,False,,,2,True,0.0009999999999998933,0.056162700057029724,0.0009999999999998933,1.0,1.0,0.975,1.0,1.0,
68,8,zhang_A1,1,200,3,4,2,0.6,120,80,0.0,adjacent,0,0,central,center,minmax,True,2,0.0,True,False,,,2,True,0.039586157630093655,0.05350839998573065,0.039586157630093655,1.0,1.0,0.9875,1.0,1.0,
69,9,zhang_A1,1,200,3,4,2,0.6,120,80,0.0,adjacent,0,0,central,center,minmax,True,2,0.0,True,False,,,2,True,0.027766497755768116,0.044013399980030954,0.027766497755768116,1.0,1.0,0.9625,1.0,1.0,
70,10,zhang_A1,1,200,3,4,2,0.6,120,80,0.0,adjacent,0,0,central,center,minmax,True,2,0.0,True,False,,,2,True,0.0010000000000000009,0.06020680000074208,0.0010000000000000009,0.9916666666666667,0.9916666666666667,0.9875,1.0,0.6666666666666666,
71,11,zhang_A1,1,200,3,4,2,0.6,120,80,0.0,adjacent,0,0,central,center,minmax,True,2,0.0,True,False,,,2,True,0.0009999999999999946,0.049841900006867945,0.0009999999999999946,1.0,1.0,0.95,1.0,0.6666666666666666,
72,12,zhang_A1,1,200,3,4,2,0.6,120,80,0.0,adjacent,0,0,central,center,minmax,True,2,0.0,True,False,,,2,True,0.046696431217083445,0.04071709990967065,0.046696431217083445,1.0,1.0,0.95,1.0,1.0,
73,13,zhang_A1,1,200,3,4,2,0.6,120,80,0.0,adjacent,0,0,central,center,minmax,True,2,0.0,True,False,,,2,True,0.03920652742129338,0.041739000007510185,0.03920652742129338,1.0,1.0,0.9625,1.0,1.0,
74,14,zhang_A1,1,200,3,4,2,0.6,120,80,0.0,adjacent,0,0,central,center,minmax,True,2,0.0,True,False,,,2,True,0.0009999999999998899,0.034643699997104704,0.0009999999999998899,1.0,1.0,0.9625,1.0,1.0,
75,15,zhang_A1,1,200,3,4,2,0.6,120,80,0.0,adjacent,0,0,central,center,minmax,True,2,0.0,True,False,,,2,True,0.04300534727543459,0.040436000097543,0.04300534727543459,0.9916666666666667,0.9916666666666667,0.9625,1.0,1.0,
76,16,zhang_A1,1,200,3,4,2,0.6,120,80,0.0,adjacent,0,0,central,center,minmax,True,2,0.0,True,False,,,2,True,0.0009999999999999992,0.04789320006966591,0.0009999999999999992,0.9916666666666667,0.9916666666666667,0.95,1.0,1.0,
77,17,zhang_A1,1,200,3,4,2,0.6,120,80,0.0,adjacent,0,0,central,center,minmax,True,2,0.0,True,False,,,2,True,0.00352813247019923,0.03885369992349297,0.00352813247019923,1.0,1.0,1.0,1.0,1.0,
78,18,zhang_A1,1,200,3,4,2,0.6,120,80,0.0,adjacent,0,0,central,center,minmax,True,2,0.0,True,False,,,2,True,0.000999999999999994,0.03245160006918013,0.000999999999999994,1.0,1.0,0.9625,1.0,1.0,
79,19,zhang_A1,1,200,3,4,2,0.6,120,80,0.0,adjacent,0,0,central,center,minmax,True,2,0.0,True,False,,,2,True,0.0010000000000000028,0.033270200015977025,0.0010000000000000028,1.0,1.0,0.9625,1.0,0.6666666666666666,
80,0,zhang_A1,1,200,3,4,2,0.8,160,40,0.0,adjacent,0,0,central,center,minmax,True,2,0.0,True,False,,,2,True,0.010769287663475513,0.04477229993790388,0.010769287663475513,0.9875,0.9875,1.0,1.0,1.0,
81,1,zhang_A1,1,200,3,4,2,0.8,160,40,0.0,adjacent,0,0,central,center,minmax,True,2,0.0,True,False,,,2,True,0.028099855089555703,0.044154100003652275,0.028099855089555703,0.9875,0.9875,1.0,1.0,1.0,
82,2,zhang_A1,1,200,3,4,2,0.8,160,40,0.0,adjacent,0,0,central,center,minmax,True,2,0.0,True,False,,,2,True,0.000999999999999995,0.04775059991516173,0.000999999999999995,0.99375,0.99375,0.975,1.0,1.0,
83,3,zhang_A1,1,200,3,4,2,0.8,160,40,0.0,adjacent,0,0,central,center,minmax,True,2,0.0,True,False,,,2,True,0.000999999999999994,0.053123900084756315,0.000999999999999994,1.0,1.0,0.975,1.0,1.0,
84,4,zhang_A1,1,200,3,4,2,0.8,160,40,0.0,adjacent,0,0,central,center,minmax,True,2,0.0,True,False,,,2,True,0.0010000000000000113,0.04830630007199943,0.0010000000000000113,0.98125,0.98125,0.95,1.0,1.0,
85,5,zhang_A1,1,200,3,4,2,0.8,160,40,0.0,adjacent,0,0,central,center,minmax,True,2,0.0,True,False,,,2,True,0.0009999999999999974,0.04334689991082996,0.0009999999999999974,1.0,1.0,0.95,1.0,0.6666666666666666,
86,6,zhang_A1,1,200,3,4,2,0.8,160,40,0.0,adjacent,0,0,central,center,minmax,True,2,0.0,True,False,,,2,True,0.0010000000000003658,0.04415709991008043,0.0010000000000003658,0.99375,0.99375,1.0,1.0,0.6666666666666666,
87,7,zhang_A1,1,200,3,4,2,0.8,160,40,0.0,adjacent,0,0,central,center,minmax,True,2,0.0,True,False,,,2,True,0.001000000000000112,0.04703829996287823,0.001000000000000112,0.99375,0.99375,0.95,1.0,1.0,
88,8,zhang_A1,1,200,3,4,2,0.8,160,40,0.0,adjacent,0,0,central,center,minmax,True,2,0.0,True,False,,,2,True,0.0009999999999999866,0.058192199910990894,0.0009999999999999866,1.0,1.0,1.0,1.0,1.0,
89,9,zhang_A1,1,200,3,4,2,0.8,160,40,0.0,adjacent,0,0,central,center,minmax,True,2,0.0,True,False,,,2,True,0.0010000000000000148,0.052834799978882074,0.0010000000000000148,0.99375,0.99375,0.975,1.0,1.0,
90,10,zhang_A1,1,200,3,4,2,0.8,160,40,0.0,adjacent,0,0,central,center,minmax,True,2,0.0,True,False,,,2,True,0.0009999999999999929,0.05604950000997633,0.0009999999999999929,1.0,1.0,0.925,1.0,1.0,
91,11,zhang_A1,1,200,3,4,2,0.8,160,40,0.0,adjacent,0,0,central,center,minmax,True,2,0.0,True,False,,,2,True,0.0010000000000000009,0.04610429995227605,0.0010000000000000009,1.0,1.0,0.975,1.0,1.0,
92,12,zhang_A1,1,200,3,4,2,0.8,160,40,0.0,adjacent,0,0,central,center,minmax,True,2,0.0,True,False,,,2,True,0.0009999999999999953,0.058896000031381845,0.0009999999999999953,1.0,1.0,0.95,1.0,1.0,
93,13,zhang_A1,1,200,3,4,2,0.8,160,40,0.0,adjacent,0,0,central,center,minmax,True,2,0.0,True,False,,,2,True,0.002717035109105592,0.1872768000466749,0.002717035109105592,0.99375,0.99375,1.0,1.0,1.0,
94,14,zhang_A1,1,200,3,4,2,0.8,160,40,0.0,adjacent,0,0,central,center,minmax,True,2,0.0,True,False,,,2,True,0.0010000000000000009,0.04498120001517236,0.0010000000000000009,0.99375,0.99375,1.0,1.0,0.6666666666666666,
95,15,zhang_A1,1,200,3,4,2,0.8,160,40,0.0,adjacent,0,0,central,center,minmax,True,2,0.0,True,False,,,2,True,0.0010000000000000009,0.060082699987106025,0.0010000000000000009,0.99375,0.99375,1.0,1.0,1.0,
96,16,zhang_A1,1,200,3,4,2,0.8,160,40,0.0,adjacent,0,0,central,center,minmax,True,2,0.0,True,False,,,2,True,0.000999999999999908,0.05315530009102076,0.000999999999999908,0.99375,0.99375,0.975,1.0,1.0,
97,17,zhang_A1,1,200,3,4,2,0.8,160,40,0.0,adjacent,0,0,central,center,minmax,True,2,0.0,True,False,,,2,True,0.000999999999999994,0.06509729998651892,0.000999999999999994,1.0,1.0,0.9,1.0,1.0,
98,18,zhang_A1,1,200,3,4,2,0.8,160,40,0.0,adjacent,0,0,central,center,minmax,True,2,0.0,True,False,,,2,True,0.04371665584606302,0.044594200095161796,0.04371665584606302,0.9875,0.9875,1.0,1.0,1.0,
99,19,zhang_A1,1,200,3,4,2,0.8,160,40,0.0,adjacent,0,0,central,center,minmax,True,2,0.0,True,False,,,2,True,0.001000000000000112,0.051978499977849424,0.001000000000000112,0.9875,0.9875,1.0,1.0,1.0,
100,0,zhang_A1,1,200,3,4,2,0.1,20,180,0.0,adjacent,1,1,central,center,minmax,True,2,0.0,True,False,,,2,True,0.2592251788147051,0.008590699988417327,0.2592251788147051,0.9,0.9,0.8444444444444444,1.0,0.6666666666666666,
101,1,zhang_A1,1,200,3,4,2,0.1,20,180,0.0,adjacent,1,1,central,center,minmax,True,2,0.0,True,False,,,2,True,0.15155722722819664,0.012374999932944775,0.15155722722819664,1.0,1.0,0.8444444444444444,1.0,0.6666666666666666,
102,2,zhang_A1,1,200,3,4,2,0.1,20,180,0.0,adjacent,1,1,central,center,minmax,True,2,0.0,True,False,,,2,True,0.17626680405026307,0.010883399983868003,0.17626680405026307,0.95,0.95,0.7722222222222223,1.0,0.6666666666666666,
103,3,zhang_A1,1,200,3,4,2,0.1,20,180,0.0,adjacent,1,1,central,center,minmax,True,2,0.0,True,False,,,2,True,0.06869562385919248,0.009991999948397279,0.06869562385919248,1.0,1.0,0.8777777777777778,1.0,0.6666666666666666,
104,4,zhang_A1,1,200,3,4,2,0.1,20,180,0.0,adjacent,1,1,central,center,minmax,True,2,0.0,True,False,,,2,True,0.27090634213158693,0.010798299917951226,0.27090634213158693,1.0,1.0,0.8722222222222222,1.0,0.6666666666666666,
105,5,zhang_A1,1,200,3,4,2,0.1,20,180,0.0,adjacent,1,1,central,center,minmax,True,2,0.0,True,False,,,2,True,0.001000000000000223,0.008878999971784651,0.001000000000000223,0.95,0.95,0.8333333333333334,1.0,1.0,
106,6,zhang_A1,1,200,3,4,2,0.1,20,180,0.0,adjacent,1,1,central,center,minmax,True,2,0.0,True,False,,,2,True,0.1547466746526286,0.009252400021068752,0.1547466746526286,1.0,1.0,0.9555555555555556,1.0,0.6666666666666666,
107,7,zhang_A1,1,200,3,4,2,0.1,20,180,0.0,adjacent,1,1,central,center,minmax,True,2,0.0,True,False,,,2,True,0.001000000000000118,0.010779300006106496,0.001000000000000118,0.9,0.9,0.8666666666666667,1.0,0.6666666666666666,
108,8,zhang_A1,1,200,3,4,2,0.1,20,180,0.0,adjacent,1,1,central,center,minmax,True,2,0.0,True,False,,,2,True,0.0840643997988415,0.011563100037164986,0.0840643997988415,1.0,1.0,0.8888888888888888,1.0,0.6666666666666666,
109,9,zhang_A1,1,200,3,4,2,0.1,20,180,0.0,adjacent,1,1,central,center,minmax,True,2,0.0,True,False,,,2,True,0.000999999999999997,0.010428000008687377,0.000999999999999997,1.0,1.0,0.7777777777777778,1.0,1.0,
110,10,zhang_A1,1,200,3,4,2,0.1,20,180,0.0,adjacent,1,1,central,center,minmax,True,2,0.0,True,False,,,2,True,0.2793520749141716,0.011110699968412519,0.2793520749141716,0.95,0.95,0.7777777777777778,1.0,0.6666666666666666,
111,11,zhang_A1,1,200,3,4,2,0.1,20,180,0.0,adjacent,1,1,central,center,minmax,True,2,0.0,True,False,,,2,True,0.26875266934653774,0.0097548000048846,0.26875266934653774,1.0,1.0,0.7888888888888889,1.0,0.6666666666666666,
112,12,zhang_A1,1,200,3,4,2,0.1,20,180,0.0,adjacent,1,1,central,center,minmax,True,2,0.0,True,False,,,2,True,0.20163695153787242,0.009515800047665834,0.20163695153787242,0.95,0.95,0.8555555555555555,1.0,0.6666666666666666,
113,13,zhang_A1,1,200,3,4,2,0.1,20,180,0.0,adjacent,1,1,central,center,minmax,True,2,0.0,True,False,,,2,True,0.2689762399857796,0.010705400025472045,0.2689762399857796,1.0,1.0,0.85,1.0,0.6666666666666666,
